iter	Passed	Remaining
141	4590	60069
142	4612	59898
143	4634	59727
144	4654	59551
145	4677	59397
146	4704	59297
147	4734	59247
148	4759	59120
149	4786	59028
150	4810	58906
151	4835	58794
152	4867	58756
153	4897	58703
154	4922	58594
155	4946	58464
156	4968	58321
157	4988	58161
158	5013	58048
159	5035	57913
160	5056	57759
161	5078	57615
162	5099	57474
163	5120	57321
164	5142	57192
165	5165	57071
166	5190	56975
167	5214	56862
168	5236	56729
169	5257	56597
170	5279	56464
171	5301	56340
172	5325	56237
173	5346	56105
174	5370	56001
175	5392	55884
176	5413	55751
177	5435	55634
178	5455	55497
179	5478	55395
180	5501	55290
181	5525	55189
182	5546	55066
183	5568	54958
184	5591	54857
185	5613	54746
186	5634	54627
187	5655	54511
188	5677	54399
189	5697	54280
190	5719	54166
191	5739	54048
192	5760	53933
193	5781	53821
194	5801	53700
195	5820	53575
196	5841	53460
197	5861	53344
198	5883	53245
199	5908	53174
200	5942	53188
201	5966	53111
202	5991	53041
203	6014	52949
204	6033	52833
205	6054	52728
206	6075	52626
207	6098	52544
208	6129	52529
209	6159	52502
210	6186	52449
211	6207	52355
212	6228	52256
213	6253	52190
214	6278	52128
215	6304	52073
216	6330	52014
217	6355	51954
218	6380	51887
219	6403	51812
220	6427	51741
221	6448	51649
222	6470	51559
223	6492	51474
224	6511	51365
225	6533	51286
226	6554	51197
227	6575	51101
228	6594	51001
229	6616	50915
230	6637	50828
231	6655	50723
232	6676	50630
233	6698	50552
234	6717	50452
235	6739	50374
236	6762	50303
237	6782	50214
238	6802	50120
239	6823	50037
240	6841	49935
241	6862	49849
242	6883	49767
243	6903	49684
244	6929	49636
245	7055	50303
246	7090	50320
247	7124	50329
248	7156	50327
249	7183	50283
250	7227	50364
251	7255	50326
252	7284	50300
253	7311	50260
254	7341	50238
255	7376	50250
256	7415	50294
257	7452	50315
258	7482	50295
259	7511	50268
260	7540	50242
261	7568	50204
262	7599	50189
263	7628	50161
264	7657	50132
265	7685	50097
266	7714	50072
267	7739	50018
268	7771	50012
269	7802	49995
270	7834	49983
271	7858	49922
272	7885	49884
273	7908	49816
274	7929	49739
275	7952	49672
276	7972	49592
277	7997	49537
278	8022	49488
279	8044	49413
280	8065	49337
281	8088	49278
282	8113	49228
283	8138	49175
284	8169	49162
285	8194	49110
286	8217	49045
287	8241	48989
288	8265	48934
289	8292	48895
290	8317	48847
291	8340	48788
292	8364	48733
293	8386	48665
294	8409	48606
295	8432	48541
296	8455	48485
297	8480	48435
298	8505	48390
299	8530	48338
300	8553	48278
301	8576	48220
302	8602	48178
303	8627	48131
304	8652	48086
305	8676	48033
306	8699	47973
307	8721	47912
308	8746	47866
309	8769	47810
310	8791	47743
311	8817	47702
312	8841	47652
313	8862	47585
314	8885	47528
315	8909	47477
316	8934	47433
317	8955	47370
318	8974	47294
319	8997	47239
320	9021	47187
321	9043	47128
322	9068	47081
323	9089	47019
324	9113	46969
325	9136	46915
326	9167	46900
327	9193	46864
328	9221	46838
329	9250	46812
330	9279	46787
331	9303	46741
332	9329	46701
333	9354	46659
334	9379	46618
335	9404	46575
336	9430	46538
337	9457	46503
338	9481	46458
339	9507	46417
340	9529	46361
341	9553	46315
342	9578	46273
343	9601	46221
344	9623	46166
345	9646	46113
346	9667	46051
347	9690	46001
348	9712	45945
349	9735	45896
350	9757	45842
351	9779	45784
352	9801	45729
353	9823	45674
354	9843	45610
355	9865	45557
356	9892	45528
357	9919	45494
358	9944	45457
359	9969	45416
360	9993	45370
361	10020	45342
362	10044	45295
363	10069	45258
364	10094	45218
365	10121	45185
366	10144	45139
367	10165	45082
368	10190	45040
369	10211	44985
370	10236	44944
371	10261	44909
372	10285	44862
373	10309	44819
374	10331	44768
375	10354	44722
376	10375	44667
377	10398	44619
378	10419	44564
379	10441	44512
380	10506	44644
381	10531	44607
382	10557	44572
383	10582	44534
384	10607	44494
385	10630	44450
386	10656	44413
387	10676	44357
388	10700	44313
389	10722	44263
390	10745	44219
391	10767	44169
392	10790	44121
393	10812	44071
394	10832	44015
395	10855	43968
396	10876	43915
397	10898	43866
398	10920	43817
399	10943	43772
400	10964	43722
401	10986	43671
402	11009	43627
403	11031	43580
404	11054	43533
405	11079	43497
406	11099	43443
407	11123	43403
408	11151	43377
409	11173	43330
410	11195	43282
411	11219	43245
412	11241	43197
413	11266	43159
414	11292	43127
415	11312	43074
416	11335	43030
417	11355	42976
418	11382	42949
419	11405	42907
420	11430	42871
421	11453	42828
422	11477	42789
423	11501	42749
424	11524	42709
425	11547	42664
426	11572	42630
427	11595	42589
428	11618	42546
429	11642	42510
430	11668	42477
431	11692	42440
432	11716	42399
433	11739	42360
434	11764	42324
435	11785	42278
436	11805	42225
437	11827	42180
438	11849	42135
439	11873	42097
440	11895	42053
441	11919	42014
442	11944	41982
443	11968	41942
444	11993	41908
445	12019	41879
446	12045	41848
447	12071	41820
448	12100	41799
449	12123	41760
450	12148	41725
451	12171	41685
452	12199	41660
453	12225	41630
454	12250	41599
455	12275	41563
456	12298	41523
457	12318	41472
458	12340	41430
459	12362	41388
460	12385	41348
461	12408	41308
462	12431	41268
463	12453	41224
464	12474	41180
465	12494	41128
466	12517	41089
467	12537	41040
468	12558	40995
469	12581	40957
470	12604	40916
471	12625	40873
472	12653	40850
473	12681	40827
474	12706	40795
475	12732	40765
476	12756	40729
477	12781	40698
478	12805	40662
479	12829	40626
480	12856	40600
481	12881	40568
482	12904	40531
483	12927	40493
484	12949	40451
485	12970	40406
486	12993	40369
487	13018	40336
488	13039	40292
489	13058	40241
490	13080	40201
491	13103	40163
492	13125	40120
493	13147	40079
494	13167	40034
495	13189	39994
496	13211	39953
497	13232	39911
498	13254	39869
499	13277	39832
500	13299	39792
501	13324	39760
502	13352	39737
503	13379	39713
504	13410	39700
505	13434	39667
506	13463	39648
507	13491	39623
508	13517	39596
509	13543	39567
510	13568	39537
511	13591	39499
512	13614	39464
513	13638	39430
514	13658	39384
515	13680	39345
516	13704	39311
517	13724	39266
518	13746	39227
519	13767	39184
520	13789	39145
521	13810	39102
522	13832	39064
523	13853	39021
524	13876	38985
525	13898	38948
526	13921	38912
527	13943	38871
528	13967	38838
529	13992	38809
530	14017	38777
531	14042	38748
532	14065	38712
533	14088	38676
534	14111	38641
535	14133	38603
536	14157	38569
537	14181	38538
538	14203	38499
539	14226	38463
540	14254	38441
541	14277	38407
542	14302	38377
543	14327	38346
544	14350	38312
545	14371	38272
546	14393	38233
547	14415	38195
548	14434	38151
549	14455	38110
550	14478	38074
551	14499	38034
552	14520	37995
553	14543	37959
554	14563	37917
555	14584	37877
556	14608	37846
557	14630	37808
558	14653	37773
559	14674	37735
560	14695	37695
561	14719	37661
562	14742	37628
563	14764	37592
564	14786	37554
565	14806	37513
566	14826	37472
567	14847	37431
568	14868	37393
569	14892	37361
570	14914	37325
571	14935	37285
572	14955	37246
573	14977	37207
574	14997	37168
575	15023	37140
576	15050	37117
577	15075	37087
578	15099	37057
579	15125	37030
580	15149	37000
581	15172	36966
582	15196	36936
583	15217	36898
584	15242	36867
585	15265	36834
586	15287	36799
587	15310	36766
588	15330	36726
589	15352	36689
590	15374	36654
591	15394	36613
592	15414	36573
593	15435	36535
594	15456	36499
595	15481	36470
596	15518	36470
597	15541	36436
598	15566	36408
599	15593	36384
600	15617	36353
601	15642	36326
602	15668	36300
603	15693	36271
604	15717	36240
605	15740	36208
606	15764	36177
607	15787	36144
608	15810	36112
609	15832	36076
610	15854	36041
611	15878	36012
612	15902	35980
613	15925	35948
614	15946	35912
615	15970	35882
616	15992	35846
617	16012	35808
618	16033	35771
619	16054	35734
620	16076	35698
621	16099	35667
622	16125	35641
623	16152	35617
624	16174	35583
625	16197	35551
626	16221	35521
627	16241	35483
628	16260	35441
629	16281	35404
630	16305	35375
631	16325	35337
632	16350	35308
633	16371	35273
634	16393	35238
635	16413	35201
636	16438	35172
637	16460	35140
638	16481	35104
639	16501	35065
640	16522	35030
641	16542	34992
642	16564	34958
643	16586	34924
644	16609	34893
645	16632	34861
646	16656	34832
647	16679	34801
648	16699	34762
649	16721	34729
650	16744	34697
651	16771	34674
652	16794	34642
653	16815	34607
654	16838	34577
655	16862	34548
656	16888	34521
657	16911	34491
658	16933	34458
659	16956	34426
660	16979	34396
661	17005	34370
662	17030	34342
663	17050	34306
664	17074	34278
665	17100	34253
666	17125	34224
667	17147	34191
668	17171	34163
669	17195	34134
670	17217	34102
671	17240	34069
672	17263	34040
673	17284	34004
674	17307	33973
675	17330	33942
676	17355	33916
677	17380	33889
678	17403	33858
679	17427	33829
680	17451	33801
681	17472	33767
682	17493	33731
683	17513	33694
684	17535	33663
685	17555	33626
686	17577	33595
687	17599	33561
688	17625	33536
689	17651	33513
690	17673	33479
691	17694	33445
692	17716	33413
693	17740	33384
694	17762	33351
695	17787	33325
696	17812	33300
697	17838	33273
698	17865	33251
699	17889	33223
700	17914	33196
701	17938	33168
702	17963	33141
703	17987	33113
704	18015	33091
705	18040	33065
706	18064	33037
707	18088	33009
708	18109	32975
709	18133	32946
710	18157	32918
711	18180	32888
712	18205	32862
713	18225	32825
714	18248	32796
715	18271	32766
716	18292	32732
717	18313	32699
718	18336	32668
719	18356	32634
720	18379	32604
721	18404	32577
722	18430	32552
723	18453	32522
724	18473	32488
725	18494	32454
726	18517	32424
727	18540	32395
728	18563	32366
729	18586	32335
730	18608	32303
731	18629	32269
732	18649	32236
733	18672	32206
734	18693	32173
735	18716	32143
736	18738	32113
737	18761	32083
738	18786	32056
739	18809	32026
740	18831	31995
741	18857	31971
742	18880	31942
743	18905	31915
744	18930	31889
745	18953	31860
746	18979	31836
747	19002	31806
748	19023	31774
749	19049	31748
750	19074	31723
751	19095	31690
752	19118	31661
753	19141	31630
754	19164	31602
755	19187	31572
756	19211	31546
757	19238	31523
758	19265	31499
759	19316	31515
760	19338	31485
761	19360	31454
762	19383	31425
763	19407	31397
764	19427	31363
765	19450	31334
766	19471	31300
767	19491	31267
768	19510	31232
769	19532	31201
770	19554	31170
771	19575	31138
772	19597	31108
773	19619	31076
774	19644	31050
775	19670	31026
776	19695	31000
777	19717	30970
778	19741	30942
779	19768	30920
780	19794	30896
781	19819	30869
782	19844	30844
783	19874	30825
784	19900	30801
785	19927	30779
786	19954	30755
787	19977	30726
788	20000	30697
789	20023	30668
790	20047	30641
791	20071	30614
792	20096	30588
793	20119	30558
794	20142	30530
795	20167	30505
796	20189	30473
797	20210	30443
798	20233	30413
799	20255	30383
800	20276	30351
801	20297	30320
802	20317	30286
803	20340	30258
804	20361	30226
805	20386	30199
806	20406	30167
807	20427	30136
808	20448	30104
809	20472	30077
810	20494	30047
811	20521	30023
812	20545	29996
813	20568	29967
814	20591	29940
815	20614	29910
816	20639	29885
817	20663	29859
818	20686	29830
819	20710	29802
820	20736	29778
821	20758	29749
822	20783	29722
823	20807	29695
824	20830	29667
825	20855	29641
826	20879	29614
827	20903	29587
828	20928	29562
829	20950	29532
830	20970	29500
831	20994	29473
832	21015	29441
833	21037	29411
834	21059	29382
835	21082	29354
836	21104	29323
837	21130	29300
838	21154	29273
839	21176	29243
840	21199	29215
841	21219	29183
842	21241	29153
843	21264	29125
844	21285	29093
845	21305	29062
846	21328	29033
847	21353	29008
848	21375	28979
849	21398	28950
850	21420	28921
851	21447	28898
852	21469	28869
853	21490	28838
854	21513	28810
855	21535	28781
856	21560	28756
857	21583	28727
858	21607	28700
859	21628	28670
860	21653	28645
861	21681	28623
862	21704	28595
863	21726	28566
864	21752	28542
865	21778	28518
866	21800	28488
867	21822	28459
868	21842	28427
869	21868	28403
870	21893	28378
871	21914	28348
872	21936	28318
873	21959	28290
874	21981	28262
875	22002	28231
876	22026	28205
877	22053	28181
878	22076	28154
879	22103	28131
880	22130	28108
881	22154	28082
882	22179	28056
883	22205	28033
884	22229	28006
885	22254	27981
886	22277	27953
887	22299	27925
888	22323	27898
889	22345	27869
890	22370	27843
891	22392	27814
892	22416	27787
893	22435	27755
894	22457	27726
895	22480	27699
896	22504	27672
897	22524	27641
898	22544	27609
899	22566	27581
900	22591	27555
901	22611	27525
902	22633	27495
903	22655	27467
904	22679	27440
905	22708	27421
906	22728	27390
907	22753	27364
908	22779	27340
909	22804	27315
910	22831	27292
911	22852	27262
912	22874	27234
913	22897	27206
914	22918	27176
915	22941	27149
916	22965	27122
917	22986	27093
918	23009	27065
919	23032	27038
920	23056	27012
921	23077	26982
922	23099	26954
923	23123	26927
924	23148	26902
925	23173	26877
926	23199	26853
927	23226	26831
928	23253	26807
929	23275	26779
930	23297	26750
931	23327	26732
932	23355	26710
933	23383	26687
934	23405	26659
935	23428	26631
936	23453	26607
937	23474	26577
938	23498	26551
939	23528	26531
940	23553	26506
941	23574	26477
942	23595	26448
943	23621	26423
944	23644	26396
945	23669	26371
946	23693	26345
947	23718	26320
948	23739	26291
949	23763	26265
950	23785	26236
951	23811	26212
952	23840	26192
953	23863	26164
954	23886	26137
955	23909	26110
956	23933	26084
957	23957	26058
958	23983	26034
959	24009	26010
960	24029	25980
961	24052	25952
962	24075	25925
963	24096	25896
964	24119	25868
965	24141	25840
966	24163	25812
967	24182	25781
968	24207	25756
969	24230	25728
970	24256	25704
971	24278	25677
972	24302	25651
973	24327	25625
974	24351	25600
975	24375	25574
976	24399	25548
977	24422	25520
978	24446	25494
979	24468	25467
980	24489	25438
981	24512	25411
982	24536	25384
983	24560	25359
984	24586	25334
985	24610	25309
986	24635	25284
987	24660	25259
988	24687	25236
989	24709	25209
990	24733	25182
991	24756	25156
992	24777	25126
993	24798	25097
994	24823	25072
995	24845	25045
996	24870	25019
997	24893	24993
998	24919	24969
999	24947	24947
1000	25000	24950
1001	25023	24923
1002	25048	24898
1003	25073	24873
1004	25102	24853
1005	25129	24829
1006	25151	24801
1007	25171	24772
1008	25194	24744
1009	25217	24718
1010	25240	24690
1011	25263	24664
1012	25288	24639
1013	25311	24612
1014	25333	24584
1015	25358	24559
1016	25379	24531
1017	25404	24506
1018	25428	24480
1019	25454	24456
1020	25480	24432
1021	25505	24407
1022	25529	24381
1023	25553	24355
1024	25577	24329
1025	25598	24301
1026	25621	24274
1027	25644	24247
1028	25667	24220
1029	25690	24193
1030	25711	24165
1031	25733	24137
1032	25754	24109
1033	25778	24083
1034	25801	24056
1035	25824	24029
1036	25849	24004
1037	25872	23977
1038	25895	23951
1039	25918	23924
1040	25941	23897
1041	25963	23870
1042	25986	23844
1043	26007	23815
1044	26029	23787
1045	26051	23760
1046	26075	23734
1047	26103	23712
1048	26132	23691
1049	26154	23663
1050	26175	23634
1051	26200	23610
1052	26222	23583
1053	26244	23555
1054	26265	23526
1055	26284	23496
1056	26308	23470
1057	26330	23443
1058	26353	23416
1059	26375	23389
1060	26395	23360
1061	26420	23335
1062	26441	23307
1063	26460	23277
1064	26481	23248
1065	26502	23221
1066	26523	23192
1067	26544	23164
1068	26565	23136
1069	26590	23111
1070	26613	23084
1071	26635	23057
1072	26656	23029
1073	26674	22998
1074	26694	22969
1075	26717	22942
1076	26739	22915
1077	26762	22889
1078	26782	22860
1079	26804	22833
1080	26827	22806
1081	26849	22779
1082	26869	22751
1083	26889	22722
1084	26913	22696
1085	26936	22670
1086	26956	22641
1087	26978	22614
1088	27000	22587
1089	27021	22559
1090	27044	22533
1091	27064	22504
1092	27086	22477
1093	27108	22449
1094	27129	22422
1095	27150	22394
1096	27172	22367
1097	27195	22340
1098	27218	22314
1099	27238	22286
1100	27261	22260
1101	27285	22234
1102	27308	22208
1103	27333	22183
1104	27357	22158
1105	27383	22134
1106	27407	22109
1107	27427	22080
1108	27450	22054
1109	27473	22027
1110	27494	22000
1111	27519	21975
1112	27542	21950
1113	27564	21923
1114	27588	21897
1115	27611	21871
1116	27636	21846
1117	27658	21819
1118	27682	21794
1119	27706	21769
1120	27731	21744
1121	27752	21717
1122	27775	21691
1123	27798	21665
1124	27823	21640
1125	27847	21614
1126	27871	21590
1127	27894	21564
1128	27918	21538
1129	27939	21510
1130	27961	21484
1131	27984	21457
1132	28007	21432
1133	28026	21403
1134	28049	21376
1135	28069	21348
1136	28090	21320
1137	28111	21293
1138	28132	21266
1139	28157	21241
1140	28183	21217
1141	28214	21198
1142	28249	21181
1143	28273	21155
1144	28298	21130
1145	28319	21103
1146	28344	21079
1147	28365	21051
1148	28389	21026
1149	28412	21000
1150	28439	20977
1151	28462	20951
1152	28483	20924
1153	28505	20897
1154	28532	20874
1155	28556	20849
1156	28581	20824
1157	28610	20803
1158	28640	20781
1159	28665	20757
1160	28690	20733
1161	28715	20708
1162	28739	20683
1163	28764	20658
1164	28788	20633
1165	28811	20607
1166	28832	20580
1167	28853	20553
1168	28874	20526
1169	28896	20499
1170	28915	20470
1171	28937	20443
1172	28959	20417
1173	28980	20389
1174	29001	20362
1175	29023	20336
1176	29045	20309
1177	29065	20281
1178	29086	20254
1179	29108	20228
1180	29131	20201
1181	29151	20174
1182	29173	20147
1183	29194	20120
1184	29216	20093
1185	29291	20104
1186	29471	20185
1187	29512	20172
1188	29556	20160
1189	29597	20145
1190	29633	20128
1191	29658	20104
1192	29684	20079
1193	29707	20053
1194	29729	20027
1195	29755	20003
1196	29779	19977
1197	29808	19955
1198	29835	19931
1199	29860	19907
1200	29886	19883
1201	29910	19857
1202	29933	19831
1203	29955	19804
1204	29980	19779
1205	30001	19752
1206	30027	19728
1207	30052	19703
1208	30078	19679
1209	30104	19654
1210	30129	19630
1211	30153	19604
1212	30176	19578
1213	30200	19552
1214	30224	19527
1215	30248	19502
1216	30272	19477
1217	30296	19451
1218	30322	19427
1219	30355	19407
1220	30380	19382
1221	30406	19358
1222	30432	19334
1223	30454	19307
1224	30480	19283
1225	30502	19256
1226	30528	19232
1227	30551	19206
1228	30576	19181
1229	30601	19156
1230	30632	19136
1231	30677	19123
1232	30735	19119
1233	30769	19100
1234	30818	19090
1235	30858	19074
1236	30884	19049
1237	30908	19024
1238	30930	18997
1239	30955	18972
1240	30979	18947
1241	31000	18919
1242	31025	18894
1243	31050	18870
1244	31074	18844
1245	31095	18817
1246	31118	18790
1247	31143	18766
1248	31172	18743
1249	31197	18718
1250	31221	18693
1251	31246	18668
1252	31272	18643
1253	31294	18617
1254	31316	18590
1255	31339	18564
1256	31366	18540
1257	31390	18514
1258	31414	18489
1259	31439	18464
1260	31466	18440
1261	31489	18414
1262	31513	18389
1263	31539	18364
1264	31565	18340
1265	31590	18315
1266	31616	18291
1267	31641	18266
1268	31665	18240
1269	31689	18215
1270	31711	18188
1271	31736	18163
1272	31759	18137
1273	31786	18114
1274	31811	18088
1275	31834	18062
1276	31855	18035
1277	31877	18008
1278	31896	17980
1279	31916	17952
1280	31937	17925
1281	31959	17899
1282	31981	17872
1283	32002	17845
1284	32025	17819
1285	32045	17792
1286	32066	17765
1287	32087	17738
1288	32109	17711
1289	32130	17683
1290	32152	17657
1291	32175	17631
1292	32242	17630
1293	32280	17612
1294	32337	17604
1295	32362	17579
1296	32388	17554
1297	32418	17532
1298	32440	17506
1299	32471	17484
1300	32496	17459
1301	32523	17435
1302	32549	17411
1303	32573	17386
1304	32597	17360
1305	32621	17334
1306	32646	17309
1307	32675	17286
1308	32698	17261
1309	32723	17236
1310	32749	17211
1311	32778	17188
1312	32807	17165
1313	32840	17145
1314	32870	17122
1315	32898	17099
1316	32929	17077
1317	32958	17054
1318	32987	17031
1319	33013	17006
1320	33044	16984
1321	33068	16959
1322	33094	16935
1323	33120	16910
1324	33146	16886
1325	33169	16860
1326	33195	16835
1327	33221	16810
1328	33247	16786
1329	33271	16760
1330	33294	16734
1331	33318	16709
1332	33341	16683
1333	33368	16659
1334	33395	16634
1335	33421	16610
1336	33449	16587
1337	33476	16563
1338	33511	16542
1339	33537	16518
1340	33561	16492
1341	33582	16466
1342	33604	16439
1343	33630	16414
1344	33658	16391
1345	33683	16366
1346	33709	16341
1347	33733	16316
1348	33760	16291
1349	33790	16269
1350	33816	16244
1351	33840	16219
1352	33865	16194
1353	33891	16170
1354	33919	16146
1355	33942	16120
1356	33964	16093
1357	33985	16067
1358	34006	16039
1359	34027	16012
1360	34049	15986
1361	34072	15960
1362	34101	15937
1363	34129	15913
1364	34155	15889
1365	34181	15864
1366	34205	15839
1367	34227	15812
1368	34249	15786
1369	34290	15768
1370	34321	15746
1371	34347	15721
1372	34374	15697
1373	34397	15671
1374	34421	15646
1375	34443	15619
1376	34468	15594
1377	34491	15568
1378	34513	15542
1379	34537	15516
1380	34561	15491
1381	34590	15467
1382	34614	15442
1383	34637	15416
1384	34660	15390
1385	34682	15364
1386	34707	15339
1387	34731	15313
1388	34755	15288
1389	34778	15262
1390	34801	15236
1391	34825	15211
1392	34849	15185
1393	34870	15159
1394	34913	15141
1395	34951	15122
1396	34983	15100
1397	35015	15078
1398	35050	15057
1399	35079	15033
1400	35105	15009
1401	35129	14983
1402	35150	14957
1403	35173	14931
1404	35195	14904
1405	35218	14878
1406	35239	14852
1407	35264	14826
1408	35286	14800
1409	35310	14775
1410	35334	14749
1411	35359	14724
1412	35383	14699
1413	35407	14673
1414	35430	14648
1415	35457	14623
1416	35483	14598
1417	35507	14573
1418	35532	14548
1419	35558	14523
1420	35584	14499
1421	35608	14473
1422	35634	14448
1423	35658	14423
1424	35684	14398
1425	35708	14373
1426	35733	14348
1427	35758	14323
1428	35779	14296
1429	35805	14271
1430	35829	14246
1431	35849	14219
1432	35873	14194
1433	35896	14168
1434	35921	14143
1435	35944	14117
1436	35968	14091
1437	35992	14066
1438	36018	14042
1439	36043	14017
1440	36064	13990
1441	36087	13964
1442	36115	13940
1443	36138	13914
1444	36161	13889
1445	36189	13865
1446	36214	13840
1447	36237	13814
1448	36259	13787
1449	36280	13761
1450	36302	13735
1451	36324	13709
1452	36347	13683
1453	36372	13658
1454	36396	13632
1455	36422	13608
1456	36445	13582
1457	36467	13556
1458	36487	13529
1459	36509	13503
1460	36529	13476
1461	36554	13451
1462	36576	13425
1463	36599	13399
1464	36620	13373
1465	36640	13346
1466	36664	13321
1467	36686	13295
1468	36712	13270
1469	36733	13243
1470	36755	13217
1471	36778	13192
1472	36798	13165
1473	36823	13140
1474	36844	13114
1475	36878	13092
1476	36903	13067
1477	36938	13045
1478	36962	13020
1479	36985	12995
1480	37005	12968
1481	37028	12942
1482	37052	12917
1483	37075	12891
1484	37099	12866
1485	37122	12840
1486	37147	12815
1487	37170	12789
1488	37190	12763
1489	37240	12746
1490	37259	12719
1491	37284	12694
1492	37306	12668
1493	37326	12641
1494	37350	12616
1495	37372	12590
1496	37394	12564
1497	37417	12539
1498	37441	12513
1499	37468	12489
1500	37491	12463
1501	37518	12439
1502	37545	12415
1503	37568	12389
1504	37589	12363
1505	37612	12337
1506	37633	12311
1507	37655	12285
1508	37677	12259
1509	37697	12232
1510	37720	12207
1511	37742	12181
1512	37763	12155
1513	37781	12128
1514	37801	12101
1515	37822	12075
1516	37844	12049
1517	37865	12023
1518	37890	11998
1519	37913	11972
1520	37933	11946
1521	37957	11920
1522	37979	11894
1523	38002	11869
1524	38027	11844
1525	38050	11819
1526	38076	11794
1527	38100	11769
1528	38122	11743
1529	38147	11718
1530	38170	11693
1531	38192	11667
1532	38213	11640
1533	38236	11615
1534	38257	11589
1535	38281	11564
1536	38306	11539
1537	38329	11513
1538	38351	11487
1539	38374	11462
1540	38399	11437
1541	38420	11411
1542	38441	11385
1543	38462	11359
1544	38484	11333
1545	38509	11308
1546	38532	11283
1547	38554	11257
1548	38576	11231
1549	38598	11206
1550	38621	11180
1551	38643	11154
1552	38666	11129
1553	38855	11151
1554	38918	11137
1555	38951	11114
1556	39006	11098
1557	39036	11074
1558	39093	11058
1559	39122	11034
1560	39152	11010
1561	39180	10986
1562	39210	10962
1563	39239	10938
1564	39264	10913
1565	39286	10887
1566	39309	10862
1567	39414	10859
1568	39454	10838
1569	39476	10811
1570	39499	10786
1571	39524	10761
1572	39547	10735
1573	39570	10709
1574	39596	10684
1575	39618	10658
1576	39640	10632
1577	39660	10606
1578	39682	10580
1579	39702	10553
1580	39724	10527
1581	39744	10501
1582	39767	10475
1583	39789	10449
1584	39810	10423
1585	39831	10397
1586	39853	10371
1587	39878	10346
1588	39904	10321
1589	39928	10296
1590	39955	10271
1591	39981	10246
1592	40007	10221
1593	40037	10197
1594	40067	10173
1595	40098	10150
1596	40129	10126
1597	40190	10110
1598	40248	10093
1599	40293	10073
1600	40335	10052
1601	40377	10031
1602	40401	10005
1603	40428	9981
1604	40454	9955
1605	40477	9930
1606	40503	9905
1607	40531	9880
1608	40557	9855
1609	40583	9830
1610	40608	9805
1611	40630	9779
1612	40657	9754
1613	40680	9729
1614	40708	9704
1615	40734	9679
1616	40761	9654
1617	40795	9631
1618	40842	9611
1619	40875	9588
1620	40901	9562
1621	40942	9541
1622	40980	9519
1623	41041	9502
1624	41072	9478
1625	41106	9455
1626	41137	9431
1627	41166	9406
1628	41197	9382
1629	41225	9357
1630	41253	9333
1631	41283	9308
1632	41312	9284
1633	41342	9260
1634	41368	9235
1635	41397	9210
1636	41423	9185
1637	41451	9160
1638	41477	9135
1639	41503	9110
1640	41529	9085
1641	41553	9059
1642	41580	9034
1643	41605	9009
1644	41633	8984
1645	41660	8959
1646	41686	8934
1647	41708	8908
1648	41731	8882
1649	41752	8856
1650	41774	8830
1651	41795	8804
1652	41820	8779
1653	41843	8753
1654	41866	8727
1655	41887	8701
1656	41908	8675
1657	41932	8649
1658	41961	8624
1659	41985	8599
1660	42008	8573
1661	42032	8548
1662	42052	8521
1663	42077	8496
1664	42099	8470
1665	42124	8445
1666	42145	8418
