iter	Logloss
334	0.4229598283
335	0.4227497566
336	0.4225869297
337	0.4223972975
338	0.4223099436
339	0.4221257513
340	0.4220347144
341	0.4218397963
342	0.4216954234
343	0.4215335427
344	0.4213577091
345	0.4212235956
346	0.4210962956
347	0.4209352548
348	0.4207891672
349	0.4205365578
350	0.4203667702
351	0.42023016
352	0.4200870915
353	0.4199135401
354	0.4198455884
355	0.4196919208
356	0.419503445
357	0.4193630691
358	0.4192599822
359	0.419078221
360	0.4189317664
361	0.4187360359
362	0.4186453883
363	0.4184782636
364	0.4183668254
365	0.418158315
366	0.4179890888
367	0.4179086104
368	0.4177183514
369	0.4175119528
370	0.4173590104
371	0.4171719286
372	0.4170434216
373	0.4166343382
374	0.4164882402
375	0.4162780964
376	0.4161366601
377	0.4159625712
378	0.4158307951
379	0.4157512805
380	0.4156648812
381	0.4155997458
382	0.4155028432
383	0.4153995846
384	0.4153073416
385	0.4151981458
386	0.4149896035
387	0.4148727773
388	0.4146326791
389	0.4144667119
390	0.4143536768
391	0.4142530748
392	0.4141598457
393	0.4139830677
394	0.4139279719
395	0.4138247899
396	0.4136790296
397	0.4135239214
398	0.4132872672
399	0.4130993478
400	0.4129601065
401	0.4128579169
402	0.4126775067
403	0.4125028521
404	0.4123467087
405	0.412147294
406	0.4120552821
407	0.4118619792
408	0.4116098205
409	0.4114431746
410	0.4113672225
411	0.4111401243
412	0.4109920584
413	0.4108506385
414	0.4107162544
415	0.4106372122
416	0.4104289663
417	0.4103302501
418	0.410183798
419	0.4100326971
420	0.4098875782
421	0.4097292827
422	0.4094784688
423	0.4093608693
424	0.4092056485
425	0.4090430731
426	0.4088580691
427	0.4087411306
428	0.4085584354
429	0.4083210493
430	0.4080657696
431	0.4078619998
432	0.4076926007
433	0.4075168451
434	0.407335924
435	0.407208178
436	0.4070742901
437	0.4069252502
438	0.406561694
439	0.4060764729
440	0.4058687805
441	0.4055849372
442	0.4053805106
443	0.405250983
444	0.4050636087
445	0.4048578805
446	0.4046619411
447	0.4044487098
448	0.4042525621
449	0.4040855612
450	0.4039718291
451	0.4037947337
452	0.403527446
453	0.4033277068
454	0.4031541669
455	0.4029749277
456	0.4027588998
457	0.4026124818
458	0.4023903537
459	0.4021709423
460	0.4020459926
461	0.4018101348
462	0.4013643617
463	0.4012291253
464	0.4010666299
465	0.4009951618
466	0.4007913531
467	0.4007009769
468	0.4005894229
469	0.4004142524
470	0.400260765
471	0.4001385053
472	0.3998578972
473	0.3996578017
474	0.399542381
475	0.3994300694
476	0.3993012536
477	0.3991026647
478	0.3989286883
479	0.3987408945
480	0.3985516839
481	0.3983985645
482	0.398151698
483	0.3979035864
484	0.3977781165
485	0.397611985
486	0.3974458947
487	0.3972733916
488	0.3971393352
489	0.3969974311
490	0.3968570201
491	0.3966938321
492	0.3965028725
493	0.3962756863
494	0.3961334326
495	0.3959794415
496	0.3958389773
497	0.3957258915
498	0.3955165653
499	0.3953567889
500	0.3951761417
501	0.3950590135
502	0.394891211
503	0.3946407286
504	0.3944374418
505	0.3941701069
506	0.3939186559
507	0.3937383297
508	0.393554223
509	0.3934054498
510	0.393217544
511	0.3930848684
512	0.3928785383
513	0.3927008466
514	0.3926097361
515	0.3924696903
516	0.392292389
517	0.3920947114
518	0.3919250528
519	0.3918222291
520	0.3916903376
521	0.3915710506
522	0.391394734
523	0.3912642741
524	0.3911088271
525	0.3909753371
526	0.39077359
527	0.3906577525
528	0.3904801626
529	0.390250636
530	0.3901389962
531	0.3899921988
532	0.3898522
533	0.3896719944
534	0.3893719473
535	0.3892527552
536	0.3890760121
537	0.388840122
538	0.3887222446
539	0.388566383
540	0.3883676692
541	0.388267231
542	0.3880589156
543	0.3879275532
544	0.3877450225
545	0.3876031139
546	0.3874778877
547	0.3873010149
548	0.3872135039
549	0.3870202051
550	0.3868551415
551	0.3867574747
552	0.3865928331
553	0.3865193194
554	0.3864615954
555	0.3863795155
556	0.3861691905
557	0.3860167505
558	0.3858759533
559	0.3857570333
560	0.385667987
561	0.3854970762
562	0.3853026995
563	0.3851611249
564	0.3850292146
565	0.3849121517
566	0.3847679201
567	0.3845858492
568	0.3844401845
569	0.3843220176
570	0.3841954854
571	0.3840818247
572	0.3839516352
573	0.3837960572
574	0.3836692447
575	0.3835782909
576	0.383429888
577	0.3833023844
578	0.3832239549
579	0.383073275
580	0.3829005635
581	0.3827728533
582	0.382559522
583	0.3824390929
584	0.3823589261
585	0.3822795091
586	0.3821219356
587	0.3819713627
588	0.3818954617
589	0.3817725246
590	0.3816180908
591	0.3815028769
592	0.3813444008
593	0.3812283389
594	0.3809622378
595	0.3807774148
596	0.3805598425
597	0.3804248363
598	0.3802306952
599	0.3800225981
600	0.3798721122
601	0.3797121965
602	0.3795856025
603	0.3794106596
604	0.3792414872
605	0.3791408681
606	0.3789869863
607	0.3788694043
608	0.3787641673
609	0.3786581976
610	0.3784785092
611	0.3782979088
612	0.3781627126
613	0.3780695643
614	0.3779848624
615	0.3777905962
616	0.3776214829
617	0.3774616836
618	0.3773133652
619	0.3771841525
620	0.3770706175
621	0.3769122757
622	0.3768013071
623	0.3766320363
624	0.3765166103
625	0.3763596717
626	0.3761593684
627	0.3760533985
628	0.3759829662
629	0.3758360563
630	0.3754756019
631	0.375373154
632	0.3752049931
633	0.3751055782
634	0.3749892524
635	0.3748776408
636	0.3746389035
637	0.374471266
638	0.374318869
639	0.3742399561
640	0.374175696
641	0.3740808632
642	0.3739743537
643	0.3738305328
644	0.373714916
645	0.3735732899
646	0.3734114602
647	0.3732347843
648	0.3731597021
649	0.3730842255
650	0.3730022056
651	0.3728251059
652	0.3726996648
653	0.3725931298
654	0.3724654273
655	0.3722779127
656	0.3720791915
657	0.3718928183
658	0.3717539738
659	0.3716478187
660	0.3715735142
661	0.3714268353
662	0.3712377193
663	0.3711571773
664	0.3709602277
665	0.3707944195
666	0.3706489325
667	0.3705446588
668	0.3704491787
669	0.3702900047
670	0.370216048
671	0.3701306124
672	0.3699785593
673	0.3698808113
674	0.3697329742
675	0.3695445035
676	0.3693431553
677	0.3692750802
678	0.3691539355
679	0.3689805168
680	0.368836177
681	0.3687621018
682	0.3686885341
683	0.3685547692
684	0.3683318198
685	0.3682415689
686	0.3680570444
687	0.3679927027
688	0.3678440688
689	0.3676403991
690	0.3675706691
691	0.3674403289
692	0.3672914914
693	0.3671328436
694	0.3670379965
695	0.3668561145
696	0.3666906455
697	0.3666184595
698	0.3664571832
699	0.3663099538
700	0.3661686825
701	0.3660065384
702	0.3658677951
703	0.3657002721
704	0.3655350452
705	0.3653004403
706	0.3651600994
707	0.3650055437
708	0.3649203186
709	0.3647527789
710	0.3645774057
711	0.3644692427
712	0.3643648997
713	0.3642819355
714	0.3641201665
715	0.3639640818
716	0.3638900449
717	0.363771985
718	0.3636112333
719	0.3635320499
720	0.3633819965
721	0.3631933786
722	0.3630365772
723	0.3628910318
724	0.362773867
725	0.3626752542
726	0.3625425909
727	0.362323468
728	0.3621641732
729	0.3620199128
730	0.3619537374
731	0.3618636643
732	0.3618031236
733	0.3616001704
734	0.3614960127
735	0.3613692039
736	0.3612569135
737	0.3610885134
738	0.3609084715
739	0.3607964656
740	0.3607105807
741	0.3605333671
742	0.3604257104
743	0.360339471
744	0.3601920654
745	0.3600089201
746	0.3598677759
747	0.3597919617
748	0.3597164419
749	0.3595494957
750	0.3594119579
751	0.3593624436
752	0.3592258578
753	0.3591260009
754	0.3590069024
755	0.3589484183
756	0.3587919216
757	0.3585904415
758	0.3584071042
759	0.3583068729
760	0.3581612836
761	0.358024611
762	0.3578731374
763	0.3577337559
764	0.357596806
765	0.3574457133
766	0.3573422987
767	0.3571588445
768	0.3570985257
769	0.3569768121
770	0.3569164817
771	0.3568134081
772	0.3566510473
773	0.356550796
774	0.3563908505
775	0.3562600152
776	0.3561036181
777	0.3559416934
778	0.3557467351
779	0.3556883104
780	0.3555579879
781	0.3554445921
782	0.3552931817
783	0.3551803706
784	0.3550798534
785	0.3548846542
786	0.354735936
787	0.3546349616
788	0.354544993
789	0.3544343812
790	0.3542940604
791	0.35413175
792	0.3540021239
793	0.3539033771
794	0.3537709847
795	0.353693998
796	0.3536008562
797	0.3535053054
798	0.3533682282
799	0.353259379
800	0.3531599857
801	0.3530383232
802	0.3529307056
803	0.3527740262
804	0.3526979535
805	0.3525246659
806	0.352421492
807	0.3523239241
808	0.3522348103
809	0.3520587087
810	0.3520017403
811	0.3518229949
812	0.3517205851
813	0.3515634498
814	0.3514718457
815	0.351341378
816	0.3511861957
817	0.351027055
818	0.3509351035
819	0.3508037233
820	0.3506873067
821	0.3506212959
822	0.350448858
823	0.3503768142
824	0.350253229
825	0.3501159128
826	0.3499841078
827	0.3497985226
828	0.3496236834
829	0.3495294624
830	0.3494503736
831	0.3492051015
832	0.3491179151
833	0.3489645692
834	0.3488807307
835	0.3487427617
836	0.3486086626
837	0.3484493668
838	0.3483156586
839	0.3482252114
840	0.348029501
841	0.3479465977
842	0.3478586254
843	0.3477364013
844	0.3476298592
845	0.3475268717
846	0.3474224332
847	0.3472173916
848	0.3471126784
849	0.3469882167
850	0.34688874
851	0.3467520698
852	0.3466645178
853	0.3466181207
854	0.3465162514
855	0.3463731522
856	0.3462288645
857	0.3461401591
858	0.3460335785
859	0.3459014309
860	0.3457578497
861	0.3455701107
862	0.3455037581
863	0.3453596514
864	0.3452213623
865	0.3451167666
866	0.3450082138
867	0.344860677
868	0.3447776561
869	0.3447398382
870	0.3445419055
871	0.3444104087
872	0.3442768738
873	0.3441241777
874	0.3439946925
875	0.3439171655
876	0.3437558484
877	0.3435961541
878	0.3435289924
879	0.3433765626
880	0.3432551548
881	0.3430885667
882	0.3429728396
883	0.3428633627
884	0.342767839
885	0.3426198078
886	0.3425197329
887	0.3424616285
888	0.3423210856
889	0.3421976921
890	0.3420851279
891	0.3420333213
892	0.3419092489
893	0.341805755
894	0.3416894245
895	0.3415857758
896	0.3414175325
897	0.3413458587
898	0.341269178
899	0.3411448594
900	0.3410155793
901	0.3409077429
902	0.340777589
903	0.3406883826
904	0.3405827889
905	0.3404186506
906	0.340381298
907	0.3403284442
908	0.3402067236
909	0.3401005485
910	0.3399248339
911	0.3398626819
912	0.3397638109
913	0.3396849342
914	0.3396190347
915	0.3394915705
916	0.3393892834
917	0.3393155629
918	0.339254732
919	0.3391279863
920	0.3389851749
921	0.3388506841
922	0.3387106289
923	0.3385720951
924	0.3384169065
925	0.338275596
926	0.338178844
927	0.3380007455
928	0.3378812755
929	0.3377894563
930	0.337753472
931	0.3376209692
932	0.3374927296
933	0.3373030845
934	0.3371753799
935	0.3370732999
936	0.3369441537
937	0.3368434795
938	0.3367126942
939	0.3365946725
940	0.3364885754
941	0.3364387609
942	0.3363156066
943	0.3362342705
944	0.3361500874
945	0.3360339331
946	0.3359021473
947	0.3358160766
948	0.3357624824
949	0.3356673888
950	0.3355162693
951	0.3354070402
952	0.3353471163
953	0.3352239689
954	0.3350970331
955	0.335032521
956	0.3348901942
957	0.33474876
958	0.3346902075
959	0.3345667829
960	0.334488194
961	0.3343602238
962	0.334231854
963	0.3341393058
964	0.3339781057
965	0.3338582885
966	0.3337381664
967	0.333674429
968	0.333546744
969	0.3334246875
970	0.3333091108
971	0.3332211937
972	0.3330996377
973	0.3329481892
974	0.3328429605
975	0.3326879732
976	0.3325389626
977	0.3323994471
978	0.3322660219
979	0.3321536969
980	0.3320853397
981	0.3319829547
982	0.331855374
983	0.3316937411
984	0.3315487009
985	0.3314351881
986	0.3313011538
987	0.331148151
988	0.3310457218
989	0.3309618882
990	0.3308486291
991	0.330713285
992	0.3306713168
993	0.3305700182
994	0.3303816481
995	0.3302619579
996	0.3301233634
997	0.3300219897
998	0.3297704135
999	0.3296814946
1000	0.3295601531
1001	0.3294414987
1002	0.3293539003
1003	0.3292178301
1004	0.3290492139
1005	0.3289197191
1006	0.3288097315
1007	0.3287383468
1008	0.3286689281
1009	0.3285683714
1010	0.3284758869
1011	0.3283881598
1012	0.3282947337
1013	0.3281617462
1014	0.3280903068
1015	0.3279708001
1016	0.3279158422
1017	0.327862875
1018	0.3277815085
1019	0.3276110053
1020	0.3274710442
1021	0.3273616462
1022	0.3272657348
1023	0.3271534691
1024	0.3270545297
1025	0.3269553872
1026	0.3268607135
1027	0.3267796608
1028	0.3266878704
1029	0.3265758101
1030	0.3265123912
1031	0.3263918867
1032	0.3262883322
1033	0.3261889836
1034	0.3260446872
1035	0.3259399467
1036	0.3258411697
1037	0.3257407436
1038	0.325630602
1039	0.3254956604
1040	0.3253570946
1041	0.3252589081
1042	0.3251077369
1043	0.3249863129
1044	0.3248518811
1045	0.3247893873
1046	0.3246428133
1047	0.3245065535
1048	0.3243952098
1049	0.3242999396
1050	0.3241922575
1051	0.3240954001
1052	0.3239857031
1053	0.3238960909
1054	0.3238533438
1055	0.323798644
1056	0.3236561311
1057	0.3235102527
1058	0.3233847381
1059	0.3233011636
1060	0.3232273091
1061	0.3231086557
1062	0.3229912144
1063	0.3229223966
1064	0.322808443
1065	0.3227193952
1066	0.3226182904
1067	0.3225153273
1068	0.3224125792
1069	0.3222824677
1070	0.3221161506
1071	0.3220349065
1072	0.321987169
1073	0.3219508175
1074	0.3218868842
1075	0.3217606107
1076	0.3216507306
1077	0.3215642103
1078	0.3214672867
1079	0.3213417047
1080	0.3211916485
1081	0.3210967159
1082	0.3210005354
1083	0.3208885691
1084	0.3207243067
1085	0.3205814556
1086	0.320499728
1087	0.3204145742
1088	0.3203255761
1089	0.3202714871
1090	0.3201652143
1091	0.3200647448
1092	0.3199571519
1093	0.3197887071
1094	0.3196654325
1095	0.3195514728
1096	0.3193908125
1097	0.3192905332
1098	0.3191844942
1099	0.3191422488
1100	0.3190308939
1101	0.3188994005
1102	0.3188093967
1103	0.318727934
1104	0.3186075229
1105	0.3185150367
1106	0.3184248416
1107	0.3183735759
1108	0.3182623971
1109	0.3181731435
1110	0.3181149225
1111	0.3179741671
1112	0.3178438862
1113	0.3177794083
1114	0.317653808
1115	0.3175458782
1116	0.3174153514
1117	0.3173708158
1118	0.3172792165
1119	0.3171711425
1120	0.317045116
1121	0.3169960906
1122	0.3168862159
1123	0.3167956913
1124	0.3166888755
1125	0.3165633053
1126	0.3164249597
1127	0.3163279739
1128	0.3162087237
1129	0.3160773291
1130	0.3159491537
1131	0.3158134223
1132	0.3156962186
1133	0.3156554276
1134	0.3155407944
1135	0.3154665263
1136	0.3153589423
1137	0.3153252021
1138	0.3152237118
1139	0.3151380627
1140	0.3150076185
1141	0.3149330488
1142	0.3147884568
1143	0.3146428878
1144	0.3144943042
1145	0.3143921187
1146	0.3143089406
1147	0.3142330586
1148	0.3141107249
1149	0.3139876577
1150	0.3138431363
1151	0.3137380049
1152	0.3136802716
1153	0.3136308815
1154	0.3135447324
1155	0.3134627175
1156	0.3134171559
1157	0.3133639129
1158	0.3132817317
1159	0.3131956608
1160	0.313115504
1161	0.3130314431
1162	0.3129311541
1163	0.3128178125
1164	0.3127095772
1165	0.3125747506
1166	0.3124619786
1167	0.3124017446
1168	0.3123171887
1169	0.3121847978
1170	0.312081343
1171	0.3120086143
1172	0.3118814224
1173	0.3118151683
1174	0.3117374396
1175	0.3116125074
1176	0.3115585457
1177	0.3115230028
1178	0.3114400657
1179	0.311356021
1180	0.311202566
1181	0.3111100288
1182	0.3110145131
1183	0.3109711435
1184	0.3108735628
1185	0.3108093353
1186	0.3106891044
1187	0.3105949499
1188	0.3105074819
1189	0.3104131646
1190	0.3103227038
1191	0.3102145488
1192	0.3101254955
1193	0.3100613153
1194	0.310006887
1195	0.3098677004
1196	0.3097586099
1197	0.3096404712
1198	0.3094994985
1199	0.3094031302
1200	0.3092836804
1201	0.3091746915
1202	0.30905323
1203	0.3089887406
1204	0.3088785329
1205	0.3087697535
1206	0.3086169569
1207	0.3085293623
1208	0.308408977
1209	0.3082993302
1210	0.3082007766
1211	0.3081174216
1212	0.3080757438
1213	0.3080330002
1214	0.3079784482
1215	0.3078428995
1216	0.3077552699
1217	0.3076783662
1218	0.3075975286
1219	0.3074833899
1220	0.3073558724
1221	0.3072272461
1222	0.3071039033
1223	0.3070013192
1224	0.3068732504
1225	0.3068283643
1226	0.3067164624
1227	0.3066724468
1228	0.3065671362
1229	0.3064260377
1230	0.3063326957
1231	0.3062064093
1232	0.3061117073
1233	0.306032069
1234	0.3059074758
1235	0.3057960157
1236	0.3057569388
1237	0.3056961857
1238	0.3056242934
1239	0.3055072108
1240	0.3054181617
1241	0.3053557773
1242	0.3052827313
1243	0.3052076617
1244	0.3051537216
1245	0.305089343
1246	0.3050117694
1247	0.3049590211
1248	0.3048827997
1249	0.3048116999
1250	0.3046956537
1251	0.304602673
1252	0.3044824507
1253	0.3044172937
1254	0.3043316917
1255	0.3042488276
1256	0.3041373014
1257	0.304022762
1258	0.3039193025
1259	0.3037890608
1260	0.3037138599
1261	0.3036306604
1262	0.3035818202
1263	0.3034255373
1264	0.3033361501
1265	0.3032209588
1266	0.3031293221
1267	0.3030595002
1268	0.3030240014
1269	0.3029374389
1270	0.3028267422
1271	0.3027074648
1272	0.3026502636
1273	0.3025192607
1274	0.3023849724
1275	0.3022989267
1276	0.3022001608
1277	0.3020967804
1278	0.3020490837
1279	0.3020106681
1280	0.3019379996
1281	0.3018561633
1282	0.301781198
1283	0.3017108997
1284	0.3015873826
1285	0.3015016535
1286	0.3014098894
1287	0.3013198558
1288	0.3012326561
1289	0.3011564742
1290	0.3010267324
1291	0.3009397289
1292	0.3008781293
1293	0.3007868528
1294	0.3007318812
1295	0.3006378466
1296	0.3005372733
1297	0.3005012347
1298	0.3004358522
1299	0.3003073829
1300	0.3002603552
1301	0.3001765646
1302	0.300080351
1303	0.3000007654
1304	0.2998989423
1305	0.2998286502
1306	0.2997448173
1307	0.299686519
1308	0.2996418503
1309	0.299543288
1310	0.2994577339
1311	0.2994026609
1312	0.299313201
1313	0.2992500103
1314	0.2991341939
1315	0.2990358261
1316	0.298905257
1317	0.2988107822
1318	0.2987248032
1319	0.2986479553
1320	0.2985522461
1321	0.2985010275
1322	0.298397393
1323	0.2983116607
1324	0.2982021403
1325	0.2981476013
1326	0.2980897371
1327	0.2980001071
1328	0.2978951073
1329	0.2978331971
1330	0.2977201721
1331	0.2976012649
1332	0.2975264118
1333	0.2974098948
1334	0.2973035353
1335	0.2971620518
1336	0.2970592999
1337	0.2969824548
1338	0.2969222101
1339	0.2968493369
1340	0.2967637361
1341	0.2967350436
1342	0.2967002784
1343	0.2965811204
1344	0.296499723
1345	0.2964417264
1346	0.2963596455
1347	0.2963052317
1348	0.2962138938
1349	0.2961399663
1350	0.2960380121
1351	0.2959169167
1352	0.2958219287
1353	0.2956998536
1354	0.2955734431
1355	0.2954940953
1356	0.2954130298
1357	0.2953154723
1358	0.2952630974
1359	0.2951802352
1360	0.2950994433
1361	0.2950206354
1362	0.2949022089
1363	0.2948026375
1364	0.2947374749
1365	0.2946404814
1366	0.2945743553
1367	0.2945172654
1368	0.2944239705
1369	0.294332999
1370	0.2942260566
1371	0.2941611792
1372	0.2941176655
1373	0.2940340548
1374	0.2939743913
1375	0.2939166785
1376	0.2937837975
1377	0.2936837099
1378	0.2936394454
1379	0.2935158785
1380	0.2934048844
1381	0.2932656684
1382	0.2931594189
1383	0.2930710973
1384	0.2929929065
1385	0.2928975891
1386	0.2928368504
1387	0.2927746726
1388	0.2926630963
1389	0.2925691845
1390	0.2924708168
1391	0.2923545475
1392	0.2922571603
1393	0.2922112319
1394	0.2921169116
1395	0.2920274345
1396	0.2919020895
1397	0.2918315845
1398	0.2917307247
1399	0.2916533848
1400	0.2915521848
1401	0.2914497318
1402	0.2913674025
1403	0.2912843672
1404	0.2911913145
1405	0.2910880297
1406	0.2910025604
1407	0.2909422972
1408	0.2908641955
1409	0.2907779287
1410	0.2906823461
1411	0.290595548
1412	0.2905331606
1413	0.2904436095
1414	0.2903634741
1415	0.2902448341
1416	0.2901433004
1417	0.2900373578
1418	0.2899428808
1419	0.2898747187
1420	0.2898037716
1421	0.2896861796
1422	0.2895543924
1423	0.2894340289
1424	0.2893235829
1425	0.2892555478
1426	0.2891456402
1427	0.2890571188
1428	0.2890064815
1429	0.2888719123
1430	0.2887965362
1431	0.2887550316
1432	0.2886653446
1433	0.2885509489
1434	0.2884692736
1435	0.2884107566
1436	0.2883416844
1437	0.2882534603
1438	0.2881497849
1439	0.2880303423
1440	0.2879735567
1441	0.287913718
1442	0.2878428125
1443	0.2877842708
1444	0.2876829929
1445	0.2875958817
1446	0.2875003121
1447	0.2874027113
1448	0.2873608585
1449	0.2872815106
1450	0.2872006337
1451	0.2871144808
1452	0.2869857295
1453	0.2868799634
1454	0.2867477888
1455	0.2866404648
1456	0.2865429965
1457	0.2864424063
1458	0.2863789738
1459	0.2863207899
1460	0.2862661497
1461	0.2861750808
1462	0.2860618237
1463	0.2859693053
1464	0.2858839928
1465	0.2858242725
1466	0.2857264616
1467	0.2856761229
1468	0.2855730297
1469	0.2854891997
1470	0.285410598
1471	0.2853186086
1472	0.2852719405
1473	0.285163756
1474	0.2851071258
1475	0.2849899079
1476	0.2849020109
1477	0.2848217487
1478	0.2847490977
1479	0.2846424424
1480	0.284590367
1481	0.2845095394
1482	0.2843808624
1483	0.2843050552
1484	0.2841662193
1485	0.2840806647
1486	0.2839833575
1487	0.2838560289
1488	0.283800585
1489	0.2837405913
1490	0.2836769462
1491	0.2835744548
1492	0.2834897644
1493	0.2834188826
1494	0.2833085659
1495	0.2832228312
1496	0.2831100408
1497	0.2829984405
1498	0.2829451491
1499	0.2828498275
1500	0.2827545054
1501	0.2826324334
1502	0.2825608775
1503	0.2824967441
1504	0.2824415044
1505	0.2823603459
1506	0.282254355
1507	0.2821804962
1508	0.2820750745
1509	0.2819914887
1510	0.2819092128
1511	0.2818647193
1512	0.2818112821
